Date;Bikes
2020-06-11T02:40:30.608Z;5;
2020-06-11T03:40:30.630Z;5;
2020-06-11T04:40:30.697Z;5;
2020-06-11T05:40:30.749Z;5;
2020-06-11T06:40:30.850Z;5;
2020-06-11T07:40:30.928Z;5;
2020-06-11T08:40:30.951Z;6;
2020-06-11T09:40:31.012Z;7;
2020-06-11T10:40:31.088Z;7;
2020-06-11T11:40:31.172Z;7;
2020-06-11T12:40:31.193Z;7;
2020-06-11T13:40:31.292Z;7;
2020-06-11T14:40:31.369Z;7;
2020-06-11T15:40:31.393Z;7;
2020-06-11T16:40:31.456Z;7;
2020-06-11T17:40:31.500Z;7;
2020-06-11T18:40:31.516Z;8;
2020-06-11T19:40:31.616Z;7;
2020-06-11T20:40:31.717Z;4;
2020-06-11T21:40:31.789Z;4;
2020-06-11T22:40:31.890Z;4;
2020-06-11T23:40:31.912Z;4;
2020-06-12T00:40:31.976Z;4;
2020-06-12T01:40:32.068Z;4;
2020-06-12T02:40:32.168Z;4;
2020-06-12T03:40:32.232Z;4;
2020-06-12T04:40:32.287Z;4;
2020-06-12T05:40:32.342Z;4;
2020-06-12T06:40:32.412Z;4;
2020-06-12T07:40:32.500Z;5;
2020-06-12T08:40:32.520Z;5;
2020-06-12T09:40:32.587Z;4;
2020-06-12T10:40:32.640Z;1;
2020-06-12T11:40:32.682Z;3;
2020-06-12T12:40:32.768Z;3;
2020-06-12T13:40:32.836Z;2;
2020-06-12T14:40:32.897Z;3;
2020-06-12T15:40:32.976Z;3;
2020-06-12T16:40:32.996Z;1;
2020-06-12T17:40:33.016Z;1;
2020-06-12T18:40:33.076Z;1;
2020-06-12T19:40:33.128Z;1;
2020-06-12T20:40:33.188Z;1;
2020-06-12T21:40:33.276Z;1;
2020-06-12T22:40:33.296Z;1;
2020-06-12T23:40:33.372Z;1;
2020-06-13T00:40:33.428Z;1;
2020-06-13T01:40:33.500Z;4;
2020-06-13T02:40:33.544Z;2;
2020-06-13T03:40:33.608Z;3;
2020-06-13T04:40:33.704Z;3;
2020-06-13T05:40:33.762Z;2;
2020-06-13T06:40:33.828Z;2;
2020-06-13T07:40:33.928Z;2;
2020-06-13T08:40:33.976Z;3;
2020-06-13T09:40:34.032Z;2;
2020-06-13T10:40:34.111Z;3;
2020-06-13T11:40:34.207Z;3;
2020-06-13T12:40:34.280Z;3;
2020-06-13T13:40:34.321Z;2;
2020-06-13T14:40:34.363Z;3;
2020-06-13T15:40:34.448Z;3;
2020-06-13T16:40:34.500Z;3;
2020-06-13T17:40:34.576Z;4;
2020-06-13T18:40:34.676Z;4;
2020-06-13T19:40:34.748Z;4;
2020-06-13T20:40:34.836Z;4;
2020-06-13T21:40:34.888Z;4;
2020-06-13T22:40:34.900Z;5;
2020-06-13T23:40:34.956Z;5;
2020-06-14T00:40:35.036Z;5;
2020-06-14T01:40:35.108Z;5;
2020-06-14T02:40:35.209Z;5;
2020-06-14T03:40:35.304Z;5;
2020-06-14T04:40:35.380Z;5;
2020-06-14T05:40:35.480Z;5;
2020-06-14T06:40:35.552Z;5;
2020-06-14T07:40:35.596Z;5;
2020-06-14T08:40:35.676Z;6;
2020-06-14T09:40:35.732Z;6;
2020-06-14T10:40:35.808Z;6;
2020-06-14T11:40:35.828Z;7;
2020-06-14T12:40:35.917Z;7;
2020-06-14T13:40:35.956Z;7;
2020-06-14T14:40:36.004Z;7;
2020-06-14T15:40:36.084Z;7;
2020-06-14T16:40:36.116Z;7;
2020-06-14T17:40:36.216Z;6;
2020-06-14T18:40:36.316Z;6;
2020-06-14T19:40:36.392Z;6;
2020-06-14T20:40:36.422Z;5;
2020-06-14T21:40:36.500Z;5;
2020-06-14T22:40:36.596Z;4;
2020-06-14T23:40:36.648Z;4;
2020-06-15T00:40:36.664Z;4;
2020-06-15T01:40:36.688Z;4;
2020-06-15T02:40:36.696Z;4;
2020-06-15T03:40:36.709Z;4;
2020-06-15T04:40:36.728Z;4;
2020-06-15T05:40:36.820Z;5;
2020-06-15T06:40:36.875Z;6;
2020-06-15T07:40:36.928Z;7;
2020-06-15T08:40:36.976Z;9;
2020-06-15T09:40:37.024Z;8;
2020-06-15T10:40:37.084Z;9;
2020-06-15T11:40:37.148Z;9;
2020-06-15T12:40:37.232Z;10;
2020-06-15T13:40:37.304Z;11;
2020-06-15T14:40:37.360Z;11;
2020-06-15T15:40:37.456Z;8;
2020-06-15T16:40:37.522Z;8;
2020-06-15T17:40:37.565Z;8;
2020-06-15T18:40:37.621Z;8;
2020-06-15T19:40:37.722Z;8;
2020-06-15T20:40:37.748Z;6;
2020-06-15T21:40:37.810Z;6;
2020-06-15T22:40:37.856Z;6;
2020-06-15T23:40:37.956Z;6;
2020-06-16T00:40:38.028Z;5;
2020-06-16T01:40:38.032Z;5;
2020-06-16T02:40:38.072Z;5;
2020-06-16T03:40:38.096Z;5;
2020-06-16T04:40:38.176Z;5;
2020-06-16T05:40:38.236Z;6;
2020-06-16T06:40:38.240Z;6;
2020-06-16T07:40:38.276Z;7;
2020-06-16T08:40:38.354Z;9;
2020-06-16T09:40:38.428Z;9;
2020-06-16T10:40:38.496Z;10;
2020-06-16T11:40:38.500Z;11;
2020-06-16T12:40:38.524Z;11;
2020-06-16T13:40:38.528Z;11;
2020-06-16T14:40:38.596Z;12;
2020-06-16T15:40:38.660Z;11;
2020-06-16T16:40:38.676Z;10;
2020-06-16T17:40:38.756Z;8;
2020-06-16T18:40:38.796Z;6;
2020-06-16T19:40:38.884Z;7;
2020-06-16T20:40:38.964Z;6;
2020-06-16T21:40:39.062Z;4;
2020-06-16T22:40:39.148Z;4;
2020-06-16T23:40:39.228Z;4;
2020-06-17T00:40:39.292Z;4;
2020-06-17T01:40:39.356Z;4;
2020-06-17T02:40:39.456Z;4;
2020-06-17T03:40:39.529Z;4;
2020-06-17T04:40:39.616Z;5;
2020-06-17T05:40:39.668Z;5;
2020-06-17T06:40:39.724Z;5;
2020-06-17T07:40:39.789Z;6;
2020-06-17T08:40:39.852Z;10;
2020-06-17T09:40:39.876Z;11;
2020-06-17T10:40:39.904Z;11;
2020-06-17T11:40:39.976Z;6;
2020-06-17T12:40:40.045Z;6;
2020-06-17T13:40:40.112Z;6;
2020-06-17T14:40:40.132Z;5;
2020-06-17T15:40:40.148Z;5;
2020-06-17T16:40:40.176Z;5;
2020-06-17T17:40:40.216Z;1;
2020-06-17T18:40:40.233Z;1;
2020-06-17T19:40:40.276Z;1;
2020-06-17T20:40:40.376Z;1;
2020-06-17T21:40:40.476Z;1;
2020-06-17T22:40:40.500Z;1;
2020-06-17T23:40:40.592Z;1;
2020-06-18T00:40:40.596Z;1;
2020-06-18T01:40:40.664Z;1;
2020-06-18T02:40:40.704Z;1;
2020-06-18T03:40:40.780Z;1;
2020-06-18T04:40:40.848Z;1;
2020-06-18T05:40:40.944Z;1;
2020-06-18T06:40:41.037Z;2;
2020-06-18T07:40:41.128Z;2;
2020-06-18T08:40:41.204Z;5;
2020-06-18T09:40:41.276Z;6;
2020-06-18T10:40:41.344Z;6;
2020-06-18T11:40:41.404Z;8;
2020-06-18T12:40:41.448Z;9;
2020-06-18T13:40:41.496Z;9;
2020-06-18T14:40:41.589Z;7;
2020-06-18T15:40:41.676Z;6;
2020-06-18T16:40:41.769Z;5;
2020-06-18T17:40:41.842Z;2;
2020-06-18T18:40:41.908Z;2;
2020-06-18T19:40:41.953Z;2;
2020-06-18T20:40:42.052Z;1;
2020-06-18T21:40:42.136Z;1;
2020-06-18T22:40:42.216Z;1;
2020-06-18T23:40:42.240Z;1;
2020-06-19T00:40:42.276Z;1;
2020-06-19T01:40:42.300Z;1;
2020-06-19T02:40:42.352Z;1;
2020-06-19T03:40:42.376Z;1;
2020-06-19T04:40:42.436Z;1;
2020-06-19T05:40:42.513Z;1;
2020-06-19T06:40:42.612Z;2;
2020-06-19T07:40:42.697Z;2;
2020-06-19T08:40:42.792Z;3;
2020-06-19T09:40:42.886Z;4;
2020-06-19T10:40:42.964Z;3;
2020-06-19T11:40:43.028Z;4;
2020-06-19T12:40:43.044Z;4;
2020-06-19T13:40:43.077Z;4;
2020-06-19T14:40:43.156Z;2;
2020-06-19T15:40:43.208Z;2;
2020-06-19T16:40:43.292Z;2;
2020-06-19T17:40:43.376Z;2;
2020-06-19T18:40:43.416Z;2;
2020-06-19T19:40:43.500Z;1;
2020-06-19T20:40:43.536Z;1;
2020-06-19T21:40:43.636Z;0;
2020-06-19T22:40:43.716Z;0;
2020-06-19T23:40:43.800Z;0;
2020-06-20T00:40:43.892Z;0;
2020-06-20T01:40:43.989Z;0;
2020-06-20T02:40:44.055Z;1;
2020-06-20T03:40:44.096Z;3;
2020-06-20T04:40:44.143Z;3;
2020-06-20T05:40:44.240Z;3;
2020-06-20T06:40:44.276Z;3;
2020-06-20T07:40:44.320Z;3;
2020-06-20T08:40:44.416Z;3;
2020-06-20T09:40:44.420Z;3;
2020-06-20T10:40:44.456Z;2;
2020-06-20T11:40:44.500Z;2;
2020-06-20T12:40:44.531Z;2;
2020-06-20T13:40:44.617Z;2;
2020-06-20T14:40:44.716Z;2;
2020-06-20T15:40:44.768Z;2;
2020-06-20T16:40:44.788Z;2;
2020-06-20T17:40:44.888Z;2;
2020-06-20T18:40:44.936Z;2;
2020-06-20T19:40:44.984Z;2;
2020-06-20T20:40:45.068Z;2;
2020-06-20T21:40:45.148Z;2;
2020-06-20T22:40:45.184Z;1;
2020-06-20T23:40:45.240Z;1;
2020-06-21T00:40:45.256Z;1;
2020-06-21T01:40:45.296Z;1;
2020-06-21T02:40:45.360Z;1;
2020-06-21T03:40:45.417Z;1;
2020-06-21T04:40:45.500Z;1;
2020-06-21T05:40:45.568Z;1;
2020-06-21T06:40:45.628Z;1;
2020-06-21T07:40:45.655Z;1;
2020-06-21T08:40:45.720Z;1;
2020-06-21T09:40:45.796Z;1;
